"순번","시군구코드","건물군일련번호","도로명코드","도로구간일련번호","기초구간일련번호","건물군명","건물군명영문","입력방법","위도","경도"
"35","11110","285","3100007","683","3819","법련사"," ","1","37.5768665","126.9800736"
"37","11110","166","4100380","1471","11848"," "," ","1","37.5777112","127.0160449"
"38","11110","175","4100174","413","1852"," "," ","1","37.58473","126.9997002"
"40","11110","182","4100021","434","1982","동인교회"," ","1","37.5723823","127.0096855"
"41","11110","187","3005007","534","2720","남부교회"," ","1","37.5790055","127.0148552"
"43","11110","204","4100240","459","2227"," "," ","1","37.5756183","126.9910022"
"44","11110","210","4100405","468","2332"," "," ","1","37.5749035","126.9993222"
"46","11110","213","2100001","1837","14571"," "," ","1","37.5742347","126.9880818"
"47","11110","218","2100001","1933","16401"," "," ","1","37.5732713","126.9881993"
"48","11110","223","3100013","486","2425"," "," ","1","37.5703813","126.9998718"
"50","11110","229","4100315","509","2545"," "," ","1","37.5698109","126.9942456"
"51","11110","232","4100197","516","2598"," "," ","1","37.5721445","126.9902027"
"53","11110","238","3100010","545","2779"," "," ","1","37.5762363","127.0000859"
"54","11110","244","4100541","561","2883"," "," ","1","37.5903997","127.0007705"
"56","11110","249","4100412","568","2938"," "," ","1","37.5842867","126.9955962"
"57","11110","255","4100057","598","3067"," "," ","1","37.5710476","126.9903888"
"59","11110","263","4100045","623","3238"," "," ","1","37.5814027","126.999704"
"60","11110","267","4100045","623","3232"," "," ","1","37.5815045","127.000326"
"62","11110","75","3100002","391","1627"," "," ","1","37.582597","127.0015195"
"63","11110","106","3100022","690","4571"," "," ","1","37.5871849","127.0002088"
"65","11110","116","4100048","227","989"," "," ","1","37.5729731","126.9928663"
"2","11110","95","3100013","687","4527","동대문전골"," ","1","37.5731793","127.0171813"
"5","11110","108","4100418","1383","11108"," "," ","1","37.5886188","127.0024231"
"101","11110","8","3005007","1082","8269"," "," ","1","37.5705749","127.0156267"
"102","11110","10","3005007","1185","9132"," "," ","1","37.5775852","127.0146122"
"104","11110","20","4100351","15","167"," "," ","1","37.5728169","127.011917"
"105","11110","24","4100198","725","4912"," "," ","1","37.5734712","126.9897237"
"107","11110","28","4100198","725","4907"," "," ","1","37.5730167","126.9897293"
"108","11110","29","4100198","725","4912"," "," ","1","37.5735459","126.9899017"
"109","11110","36","4100198","725","4908"," "," ","1","37.5731236","126.9897277"
"111","11110","38","4100198","17","211"," "," ","1","37.5732158","126.9902662"
"112","11110","43","4100080","1488","11976"," "," ","1","37.5886761","126.9938231"
"113","11110","46","4100176","908","6733"," "," ","1","37.5847989","126.9950987"
"115","11110","56","3100021","1529","12253"," "," ","1","37.5686286","126.9861878"
"116","11110","62","4100370","822","5897"," "," ","1","37.5756604","127.0200243"
"118","11110","66","4100243","825","5957"," "," ","1","37.5777031","127.0065227"
"119","11110","73","3100002","391","1588"," "," ","1","37.5756621","127.002375"
"121","11110","280","4100065","681","3771"," "," ","1","37.577494","127.018268"
"122","11110","284","3100007","1959","16998"," "," ","1","37.5776592","126.9802589"
"124","11110","164","4100380","392","1650"," "," ","1","37.5769834","127.01644"
"125","11110","168","4100096","262","1075","가야장여관"," ","1","37.5767704","127.0224514"
"126","11110","169","4100097","395","1711"," "," ","1","37.5769201","127.0229315"
"128","11110","176","4100174","413","1855","짚풀생활사박물관"," ","1","37.5849028","127.0000403"
"130","11110","594","4100364","1007","7625"," "," ","1","37.5749955","127.0175463"
"66","11110","274","4100020","672","3581"," "," ","1","37.5807741","127.0064253"
"8","11110","11","4100344","14","151"," "," ","1","37.5713395","127.011952"
"12","11110","17","4100351","15","171"," "," ","1","37.5731234","127.0116765"
"16","11110","121","3005008","390","1556"," "," ","1","37.5873234","127.0027284"
"19","11110","13","4100344","10","101","대호상사"," ","1","37.5714797","127.0122611"
"23","11110","50","4100176","570","2945"," "," ","1","37.5853556","126.9945115"
"25","11110","82","3100010","686","4280"," "," ","1","37.5760891","126.9987927"
"30","11110","89","4100244","1337","10684"," "," ","1","37.5790947","127.0058974"
"32","11110","154","3100002","391","1608","대학로SJA빌딩"," ","1","37.5791748","127.001779"
"34","11110","279","4100065","681","3706","창신쌍용아파트 1지구"," ","1","37.5806358","127.0139206"
"36","11110","287","3100007","683","3850"," "," ","1","37.5819373","126.9811366"
"39","11110","179","4100233","423","1927","한국유아교육연구원"," ","1","37.574272","127.0070751"
"42","11110","195","4100216","458","2206"," "," ","1","37.573469","126.9922544"
"45","11110","212","2100001","1933","16420"," "," ","1","37.5766984","126.9871156"
"49","11110","226","4100315","509","2546"," "," ","1","37.5697523","126.9943415"
"52","11110","237","3100013","523","2664"," "," ","1","37.5716996","127.0134907"
"55","11110","248","4100412","568","2940"," "," ","1","37.5841218","126.995718"
"58","11110","258","4100321","608","3113"," "," ","1","37.5730434","126.9990848"
"61","11110","269","4100314","641","3338"," "," ","1","37.5697399","126.9931798"
"64","11110","109","4100418","1383","11097"," "," ","1","37.5874108","127.0025756"
"69","11110","194","4100216","458","2208"," "," ","1","37.5733132","126.9923603"
"70","11110","201","4100240","459","2220"," "," ","1","37.5762246","126.9908732"
"71","11110","45","4100167","577","2983"," "," ","1","37.589926","126.9972457"
"75","11110","163","4100380","392","1653","인성실업"," ","1","37.5771999","127.0169694"
"76","11110","185","4100453","443","2043"," "," ","1","37.5734123","127.0101735"
"77","11110","190","3005007","455","2106","주차장"," ","1","37.5703542","127.0154264"
"78","11110","206","4100060","463","2290"," "," ","1","37.5712896","126.9935539"
"79","11110","217","2100001","1734","13633"," "," ","1","37.5705716","126.9866208"
"81","11110","251","4100088","581","2997"," "," ","1","37.5911665","126.9932052"
"82","11110","261","4100045","629","3265"," "," ","1","37.5813422","127.000086"
"84","11110","77","3100002","391","1636"," "," ","1","37.5842373","127.0012746"
"85","11110","113","4100325","1914","15751"," "," ","1","37.571771","127.0047033"
"88","11110","209","4100060","463","2302"," "," ","1","37.5720043","126.9928331"
"89","11110","215","2100001","1933","16406"," "," ","1","37.5740589","126.9877176"
"90","11110","228","4100315","509","2541"," "," ","1","37.5701601","126.9942582"
"91","11110","235","4100199","519","2634"," "," ","1","37.5770606","127.0210448"
"92","11110","107","3100022","690","4575"," "," ","1","37.5879175","126.9999602"
"93","11110","110","4100418","1248","9708"," "," ","1","37.5877184","127.0028003"
"95","11110","117","3005008","3342","28013"," "," ","1","37.57452","126.9972939"
"96","11110","119","3005008","493","2466"," "," ","1","37.5840268","127.0004926"
"97","11110","126","4100143","266","1087"," "," ","1","37.5734182","126.9888169"
"99","11110","3","4100032","4","56"," "," ","1","37.5831263","126.9993809"
"100","11110","6","3100003","1901","15419"," "," ","1","37.5730267","126.991225"
"1","11110","93","3100013","687","4441","상업은행"," ","1","37.5704431","126.998483"
"3","11110","105","3100022","964","7257"," "," ","1","37.5866598","127.0007089"
"4","11110","148","3100002","391","1595","서울사대부속초등학교"," ","1","37.5774753","127.0034983"
"6","11110","115","4100220","207","935"," "," ","1","37.5757883","127.0037642"
"7","11110","129","3100013","359","1344"," "," ","1","37.5703625","126.9993847"
"9","11110","25","4100198","1289","10160"," "," ","1","37.5734487","126.9900856"
"10","11110","272","4100043","654","3474"," "," ","1","37.5818887","127.0035533"
"11","11110","128","4100168","1272","9926","국과인빌딩"," ","1","37.5893647","126.9967192"
"13","11110","26","4100198","725","4908"," "," ","1","37.5732144","126.9899121"
"14","11110","53","4100176","26","395"," "," ","1","37.5868814","126.993779"
"15","11110","221","2100001","1662","12806"," "," ","1","37.570791","126.9861782"
"17","11110","114","4100145","205","929"," "," ","1","37.5740662","126.9896304"
"18","11110","124","4100419","999","7543"," "," ","1","37.5889111","127.0024547"
"20","11110","22","4100416","1350","10816"," "," ","1","37.5838269","127.0008551"
"21","11110","31","4100198","725","4911"," "," ","1","37.5734296","126.989905"
"22","11110","42","4100080","1488","11980"," "," ","1","37.5887493","126.993623"
"24","11110","58","3100021","1409","11292"," "," ","1","37.5690206","126.9939767"
"26","11110","32","4100198","963","7238"," "," ","1","37.5730181","126.9896201"
"27","11110","54","3100021","910","6746"," "," ","1","37.5694974","126.9968453"
"28","11110","60","3100021","684","3994"," "," ","1","37.5685638","126.9900706"
"29","11110","69","3005006","1902","15452","관수빌딩"," ","1","37.5693606","126.9893267"
"31","11110","97","3100013","687","4390"," "," ","1","37.5699504","126.9868049"
"33","11110","276","4100144","673","3591"," "," ","1","37.5735105","126.9888895"
"187","11110","405","4100146","728","4959"," "," ","1","37.5745413","126.9896254"
"188","11110","145","3005008","390","1480"," "," ","1","37.5752309","126.9976604"
"190","11110","428","4100355","760","5245"," "," ","1","37.5715812","127.0142731"
"192","11110","224","3005008","496","2486","서울중앙교회"," ","1","37.5739209","126.9967477"
"193","11110","231","4100086","513","2568"," "," ","1","37.5909152","126.9940164"
"195","11110","160","3100002","391","1583"," "," ","1","37.5747042","127.0017151"
"132","11110","448","4100453","1999","17114"," "," ","1","37.5788502","127.0091188"
"135","11110","259","4100321","3391","28299"," "," ","1","37.5724361","126.9996225"
"137","11110","125","4100419","999","7542"," "," ","1","37.5887764","127.0021434"
"140","11110","40","4100332","18","244","협선빌딩"," ","1","37.5729621","127.0041608"
"142","11110","85","3100010","551","2812"," "," ","1","37.5737409","127.0072261"
"145","11110","152","3100002","391","1606","한국방송통신대학"," ","1","37.5788153","127.0030116"
"148","11110","7","3100003","1901","15421"," "," ","1","37.5734378","126.9914732"
"151","11110","99","3100013","687","4432"," "," ","1","37.5703908","126.9963748"
"155","11110","282","4100099","682","3782"," "," ","1","37.5784542","127.0223754"
"158","11110","186","3005007","454","2105"," "," ","1","37.5770288","127.0148622"
"161","11110","196","4100216","458","2208"," "," ","1","37.5731965","126.992342"
"164","11110","136","3005008","390","1477"," "," ","1","37.5746955","126.9971778"
"167","11110","420","4100383","745","5098"," "," ","1","37.5783853","127.0149278"
"171","11110","205","4100060","463","2293"," "," ","1","37.57144","126.9931558"
"173","11110","214","2100001","1734","13629"," "," ","1","37.5706224","126.9871649"
"176","11110","236","3100013","523","2660"," "," ","1","37.5721245","127.0136921"
"180","11110","257","4100321","609","3117"," "," ","1","37.57158","127.0003435"
"182","11110","270","4100314","641","3346"," "," ","1","37.5689945","126.9937341"
"185","11110","376","3100013","687","4398","탑골공원"," ","1","37.5711877","126.9883376"
"186","11110","389","3100022","690","4599","경신중고등학교"," ","1","37.591636","127.000553"
"189","11110","421","4100383","745","5116","폐기물중간처리장"," ","1","37.578514","127.0124541"
"191","11110","207","4100060","463","2298","대림상가"," ","1","37.5717518","126.9928919"
"194","11110","59","3100021","684","4044"," "," ","1","37.5697841","127.0012929"
"196","11110","288","3100007","683","3886"," "," ","1","37.5882628","126.9815234"
"198","11110","192","3005007","455","2110"," "," ","1","37.5708594","127.0160699"
"199","11110","200","4100240","459","2216"," "," ","1","37.5765814","126.9907707"
"201","11110","418","4100383","1985","17079","창신아파트"," ","1","37.5789291","127.014207"
"203","11110","219","2100001","1866","14894"," "," ","1","37.5742835","126.9879476"
"204","11110","234","4100197","95","617"," "," ","1","37.5719604","126.9900998"
"206","11110","253","4100543","586","3016"," "," ","1","37.5863131","127.0009465"
"208","11110","365","3100013","687","4522","롯데캐슬 천지인"," ","1","37.5738635","127.0162728"
"209","11110","382","3100022","690","4578","혜화초등학교"," ","1","37.588847","127.0000159"
"215","11110","344","3100010","686","4239","비원주유소"," ","1","37.5771454","126.989689"
"218","11110","359","3100013","687","4383","YMCA"," ","1","37.5706362","126.9853192"
"221","11110","372","3100013","687","4416","귀금속도매상가"," ","1","37.570746","126.992587"
"224","11110","381","4100322","877","6425"," "," ","1","37.569803","127.0013189"
"227","11110","295","3100007","683","3873","한국금융연수원"," ","1","37.586124","126.9827009"
"230","11110","310","3100021","910","6743"," "," ","1","37.569268","126.9965923"
"233","11110","331","3100008","685","4190","국민생활관"," ","1","37.5903785","126.9987423"
"235","11110","345","3100010","686","4233"," "," ","1","37.5777604","126.9884633"
"237","11110","351","3100013","687","4481","동대문종합시장"," ","1","37.5704261","127.0077469"
"241","11110","348","3100010","686","4194","트윈 트리 빌딩","Twin tree buildings","1","37.575452","126.980182"
"245","11110","294","3100007","683","3864"," "," ","1","37.5843157","126.9818862"
"247","11110","319","3100008","685","4158"," "," ","1","37.5851912","126.9972812"
"250","11110","349","3100013","687","4529"," "," ","1","37.5737572","127.0176065"
"253","11110","380","3100013","687","4448"," "," ","1","37.57133","126.9997564"
"256","11110","239","4100410","552","2827"," "," ","1","37.5761965","126.9987002"
"259","11110","358","3100013","687","4372","제일은행본점"," ","1","37.5710297","126.9824067"
"262","11110","292","3100007","1637","12689"," "," ","1","37.5834404","126.9819991"
"263","11110","300","3100007","683","3856"," "," ","1","37.5828515","126.9820221"
"265","11110","335","3100010","686","4242","현대오일뱅크","Hyundai Oilbank","1","37.5772588","126.9907114"
"212","11110","434","4100422","765","5296"," "," ","1","37.5809049","126.9886524"
"213","11110","203","4100240","459","2257"," "," ","1","37.5730531","126.9918214"
"214","11110","79","4100344","104","643"," "," ","4","37.5713623","127.0115609"
"216","11110","353","3100013","687","4537"," "," ","1","37.5738694","127.0194809"
"217","11110","357","3100013","687","4400","YBM"," ","1","37.5699661","126.9890118"
"219","11110","363","3100013","687","4466"," "," ","1","37.5707681","127.0041602"
"220","11110","366","3100013","687","4555"," "," ","1","37.5758823","127.0224349"
"222","11110","373","3100013","687","4430"," "," ","1","37.5703378","126.9959069"
"223","11110","379","3100013","687","4451"," "," ","1","37.5711759","127.0005783"
"225","11110","385","3100022","690","4575"," "," ","1","37.5880027","126.9999342"
"226","11110","435","4100422","765","5313"," "," ","1","37.5804537","126.9885942"
"228","11110","303","3100007","683","3862"," "," ","1","37.584007","126.9821508"
"229","11110","309","3100021","684","4123"," "," ","1","37.5712615","127.0186015"
"231","11110","316","3100021","684","4066"," "," ","1","37.5699287","127.0062404"
"232","11110","330","3100008","1133","8649"," "," ","1","37.5869873","126.9968126"
"234","11110","339","3100010","686","4214","종로경찰서"," ","1","37.5756495","126.9848258"
"236","11110","347","3100010","686","4283"," "," ","1","37.5761226","126.9990806"
"238","11110","362","3100013","687","4493"," "," ","1","37.5711682","127.0105164"
"239","11110","197","4100240","285","1130"," "," ","1","37.5767311","126.990764"
"240","11110","342","3100010","686","4310","예일빌딩"," ","1","37.5753259","127.0046604"
"242","11110","361","3100013","687","4498"," "," ","1","37.5720424","127.0110159"
"243","11110","368","3100013","687","4388"," "," ","1","37.5699555","126.9862682"
"244","11110","383","3100022","690","4574"," "," ","1","37.5877081","126.9996335"
"246","11110","304","3100007","683","3862","총리공관"," ","1","37.5847899","126.9812047"
"248","11110","327","3100008","685","4156"," "," ","1","37.5848528","126.9973942"
"249","11110","333","3100008","685","4149"," "," ","1","37.5837291","126.9978992"
"251","11110","371","3100013","687","4409"," "," ","1","37.5700904","126.9911506"
"252","11110","374","3100013","687","4435","종묘귀금속백화점"," ","1","37.5709407","126.9970227"
"254","11110","388","3100022","690","4568","혜화동주민센터"," "," ","37.5868873","127.0005257"
"255","11110","391","4100446","695","4632"," "," ","1","37.5766885","127.0110096"
"257","11110","341","3100010","686","4220","재동주유소"," ","1","37.5764287","126.9858615"
"258","11110","350","3100013","687","4499"," "," ","1","37.5720971","127.0112516"
"260","11110","367","3100013","687","4455"," "," ","1","37.5712142","127.0015805"
"197","11110","177","4100471","417","1872"," "," ","1","37.5753375","127.0074323"
"200","11110","140","3005008","390","1528"," "," ","1","37.5832883","126.9987391"
"202","11110","208","4100060","791","5561"," "," ","1","37.5713194","126.9931542"
"205","11110","241","4100410","552","2835"," "," ","1","37.5762055","126.9993654"
"207","11110","134","3005008","390","1452","광장시장"," ","1","37.5702382","126.9995549"
"210","11110","384","3100022","690","4594","서울과학고등학교"," ","1","37.5915248","126.9981763"
"211","11110","132","3005008","390","1554","재능교육"," ","1","37.5871647","127.0023003"
"67","11110","281","4100065","681","3720","종로센트레빌"," "," ","37.5807731","127.0160704"
"68","11110","167","4100096","394","1707","동대문제일교회"," ","1","37.5771166","127.0225942"
"72","11110","80","4100052","121","689"," "," ","1","37.5738918","126.990099"
"73","11110","150","3100002","391","1641","동성중고교"," ","1","37.5852674","127.0026802"
"74","11110","158","3100002","391","1614","서울대학병원 치대 암연구소"," ","1","37.578591","126.9993061"
"80","11110","225","4100317","505","2525","삼원상가"," ","1","37.5698405","126.9960756"
"83","11110","265","4100045","623","3242"," "," ","1","37.5812672","126.9996265"
"86","11110","278","4100065","681","3729","청룡사"," ","1","37.580024","127.0165898"
"87","11110","161","3100002","391","1615","서울대의과대학"," ","1","37.5807662","126.9992752"
"94","11110","112","4100411","191","888"," "," ","1","37.5816217","126.9996251"
"98","11110","127","3100010","326","1255"," "," ","1","37.5745134","127.0057155"
"103","11110","14","4100351","15","165"," "," ","1","37.5726056","127.0119156"
"106","11110","27","4100198","1289","10161"," "," ","1","37.5735502","126.990081"
"110","11110","37","4100198","1289","10158"," "," ","1","37.5732921","126.9900891"
"114","11110","52","4100176","26","405"," "," ","1","37.5870287","126.9931298"
"117","11110","64","4100386","810","5820"," "," ","1","37.5795175","127.0137844"
"120","11110","84","3100010","686","4223","일본문화원"," ","1","37.5768934","126.9868928"
"123","11110","286","3100007","1959","16997"," "," ","1","37.5779477","126.9801167"
"127","11110","174","4100082","405","1790"," "," ","1","37.5896824","126.9947315"
"129","11110","581","3005008","969","7331","카톨릭대학교 신학대학"," ","1","37.5856725","127.0047202"
"131","11110","439","4100218","783","5481"," "," ","1","37.5767439","127.0006665"
"133","11110","393","4100037","696","4651","주식회사진영랜드"," ","1","37.5720181","127.0001363"
"134","11110","401","4100198","725","4913"," "," ","1","37.5735759","126.9897205"
"136","11110","111","4100418","1383","11110"," "," ","1","37.5886144","127.0030397"
"138","11110","9","3005007","914","6758"," "," ","1","37.5736443","127.0151118"
"139","11110","21","4100351","15","175"," "," ","1","37.5734623","127.0114276"
"141","11110","70","3005006","1902","15449"," "," "," ","37.5687931","126.9899086"
"143","11110","94","3100013","687","4428"," "," ","1","37.5702572","126.9955682"
"144","11110","91","4100244","1337","10682"," "," ","1","37.5790839","127.0063155"
"146","11110","122","3005008","390","1472"," "," ","1","37.5737498","126.9977895"
"147","11110","18","4100351","15","174"," "," ","1","37.5733907","127.0114292"
"149","11110","44","4100085","22","318"," "," ","1","37.5903516","126.9927077"
"150","11110","67","4100217","86","585"," "," ","1","37.5766976","127.0002501"
"152","11110","104","3100022","690","4576"," "," ","1","37.5881239","126.9999679"
"153","11110","151","3100002","391","1580"," "," ","1","37.5742726","127.0023226"
"154","11110","273","4100067","665","3548"," "," ","1","37.579916","127.0058907"
"156","11110","165","4100380","1233","9583"," "," ","1","37.5794398","127.0170242"
"157","11110","183","4100021","434","1989"," "," ","1","37.5731136","127.0099168"
"159","11110","191","3005007","455","2117"," "," ","1","37.5720664","127.0160182"
"160","11110","193","4100203","456","2183"," "," ","1","37.5782817","127.0205431"
"162","11110","408","4100363","731","4974"," "," ","1","37.5765198","127.0187449"
"163","11110","135","3005008","390","1483"," "," ","1","37.5756415","126.9970931"
"165","11110","141","3005008","390","1542"," "," ","1","37.5853066","127.0006997"
"166","11110","143","3005008","390","1539","우정타워"," ","1","37.5848667","127.0003092"
"168","11110","423","4100383","745","5097"," "," ","1","37.5783421","127.0149904"
"169","11110","426","4100028","611","3153"," "," ","1","37.5730381","127.0208736"
"170","11110","431","4100391","761","5262"," "," ","1","37.5753409","127.0151063"
"172","11110","211","4100020","475","2376","원각사"," ","1","37.5811219","127.0134755"
"174","11110","222","3100013","484","2415"," "," ","1","37.5703088","126.9957391"
"175","11110","227","4100315","509","2545"," "," ","1","37.5698367","126.9940506"
"177","11110","243","4100410","552","2826"," "," ","1","37.5764805","126.9985803"
"178","11110","245","4100540","564","2899","드림하이츠"," ","1","37.5898923","127.0003546"
"179","11110","250","4100412","568","2935"," "," ","1","37.5845076","126.9955576"
"181","11110","260","3100002","616","3187"," "," ","1","37.5754405","127.0026335"
"183","11110","137","3005008","390","1529"," "," ","1","37.5830207","126.9991846"
"184","11110","369","3100013","687","4391"," "," ","1","37.5704419","126.9870405"
"299","11110","81","3100010","686","4323","서울복음교회"," ","1","37.57332","127.0066338"
"300","11110","86","4100060","271","1100"," "," ","1","37.5716483","126.993575"
"301","11110","90","4100244","1337","10683"," "," ","1","37.5791101","127.0061076"
"303","11110","147","3100002","391","1599","한국국제협력단"," ","1","37.5778154","127.0011544"
"305","11110","153","3100002","391","1580"," "," ","1","37.5741241","127.0023166"
"306","11110","159","3100002","391","1615","마로니에공원"," ","1","37.5805015","127.0027437"
"308","11110","277","4100223","680","3682","이화빌라"," ","1","37.576673","127.0063948"
"309","11110","320","3100008","685","4145"," "," ","1","37.5831586","126.9984681"
"311","11110","328","3100008","399","1749"," "," ","1","37.5841532","126.9980044"
"312","11110","334","3100008","685","4167","공영유료주차장"," ","1","37.5867519","126.9964743"
"314","11110","537","4100386","917","6778"," "," ","1","37.5795866","127.0141431"
"315","11110","540","4100386","917","6777"," "," ","1","37.5797713","127.0142189"
"316","11110","544","4100381","939","6971"," "," ","1","37.5779598","127.017263"
"317","11110","547","4100428","941","7074"," "," ","1","37.5834579","126.9854024"
"319","11110","555","4100428","941","7044"," "," ","1","37.5830691","126.9888474"
"321","11110","562","4100428","941","7056"," "," ","1","37.5829951","126.9874591"
"322","11110","565","4100428","941","7012"," "," ","1","37.580488","126.9889664"
"323","11110","571","4100164","966","7274"," "," ","1","37.5885193","126.9985499"
"325","11110","580","4100361","968","7318"," "," ","1","37.5721011","127.0193334"
"261","11110","386","3100022","690","4573"," "," ","1","37.5876734","127.0000195"
"264","11110","313","3100021","684","4035"," "," ","1","37.5694189","126.9992914"
"266","11110","343","3100010","686","4288","현대그룹빌딩"," ","1","37.5752075","127.0005439"
"270","11110","354","3100013","687","4551","수도학원"," ","1","37.5754743","127.0220472"
"392","11110","558","4100428","941","7031"," "," ","1","37.5820306","126.9896002"
"393","11110","584","4100177","382","1424"," "," ","1","37.5859108","126.9976347"
"395","11110","452","4100453","792","5573"," "," ","1","37.5727892","127.0106059"
"397","11110","548","4100428","941","7046"," "," ","1","37.5832945","126.9886052"
"398","11110","554","4100428","941","6994"," "," ","1","37.5788172","126.9893519"
"399","11110","559","4100428","941","7016","한국불교미술박물관"," ","1","37.5807445","126.9889633"
"401","11110","570","4100366","949","7167","동문주차장"," ","1","37.5739716","127.0179904"
"403","11110","578","4100178","967","7296"," "," "," ","37.5879461","126.9953811"
"404","11110","589","4100195","984","7461"," "," ","1","37.5698973","126.9911553"
"406","11110","599","4100031","1013","7686"," "," ","1","37.5828462","127.000545"
"408","11110","453","4100453","792","5574"," "," ","1","37.5728633","127.0108512"
"409","11110","459","4100453","792","5575"," "," ","1","37.5729109","127.0106049"
"410","11110","409","4100362","733","4995"," "," ","1","37.5728463","127.0196611"
"412","11110","275","4100144","673","3586"," "," ","1","37.5735818","126.9882558"
"413","11110","283","3100007","683","0"," "," ","1","37.5846309","126.9827495"
"415","11110","172","3100010","402","1772"," "," ","1","37.5771471","126.9915421"
"416","11110","180","4100233","423","1925"," "," ","1","37.5739114","127.0071689"
"418","11110","445","4100453","792","5646"," "," ","1","37.5787835","127.009023"
"419","11110","456","4100453","792","5572"," "," ","1","37.5726289","127.0110322"
"421","11110","472","4100170","800","5740"," "," ","1","37.5887669","126.9988794"
"422","11110","481","4100069","1476","11897"," "," ","1","37.5815241","127.0044641"
"272","11110","314","3100021","1260","9781"," "," ","1","37.5697733","126.9987262"
"273","11110","337","3100010","686","4241","창덕궁","Changdeokgung","1","37.5824803","126.9910201"
"275","11110","356","3100013","687","4491","동대문교회"," ","1","37.5720092","127.0093303"
"278","11110","398","4100017","880","6436"," "," ","1","37.5799047","127.0062686"
"282","11110","252","4100543","586","3017"," "," ","1","37.5864022","127.0009347"
"285","11110","118","3005008","390","1516"," "," ","1","37.5823062","126.9970021"
"288","11110","4","4100032","4","57"," "," ","1","37.5828148","126.9993814"
"291","11110","30","4100198","604","3102"," "," ","1","37.5731069","126.9900063"
"294","11110","47","4100176","1354","10852"," "," ","1","37.5864766","126.9937478"
"298","11110","72","3005006","1902","15465"," "," ","1","37.5717733","126.9893773"
"302","11110","96","3100013","687","4540"," "," ","1","37.5745508","127.0198528"
"304","11110","149","3100002","391","1601"," "," ","1","37.5780345","127.0018669"
"307","11110","271","4100193","644","3363"," "," ","1","37.5689565","126.9907804"
"310","11110","323","3100008","410","1825"," "," ","1","37.5834461","126.9987223"
"313","11110","535","4100032","915","6763"," "," ","1","37.5830329","127.0006277"
"318","11110","549","4100428","941","6998"," "," ","1","37.5791033","126.9891405"
"320","11110","560","4100428","941","7055"," "," ","1","37.5831857","126.9875544"
"324","11110","574","4100178","967","7279"," "," ","1","37.5865873","126.996376"
"327","11110","585","4100177","346","1309"," "," ","1","37.5852151","126.9978006"
"328","11110","588","4100175","571","2951"," "," ","1","37.583795","126.9965572"
"330","11110","600","4100031","1427","11455"," "," ","1","37.5828754","127.0002951"
"331","11110","440","4100406","787","5525"," "," ","1","37.575073","126.9985994"
"333","11110","291","3100007","683","3887","중앙건설주식회사"," ","1","37.5886543","126.9815448"
"334","11110","297","3100007","1633","12683"," "," ","1","37.5870305","126.980405"
"335","11110","318","3100021","181","848"," "," ","1","37.5696619","126.9992951"
"337","11110","329","3100008","685","4178","경남빌라"," ","1","37.5886663","126.9972457"
"338","11110","539","4100386","917","6777"," "," ","1","37.5796309","127.0142747"
"340","11110","563","4100428","941","7011"," "," ","1","37.5803332","126.9889628"
"341","11110","569","4100080","948","7154"," "," ","1","37.5894","126.9929486"
"343","11110","590","4100195","984","7460"," "," ","1","37.5698814","126.9910011"
"344","11110","597","4100350","1149","8762"," "," ","1","37.5730164","127.012577"
"345","11110","446","4100453","443","2040"," "," ","1","37.5735443","127.010509"
"347","11110","450","4100453","790","5553"," "," ","1","37.5763721","127.0106807"
"348","11110","516","4100353","612","3160"," "," ","1","37.5715265","127.0148133"
"349","11110","518","4100245","514","2572","중앙대학교 공연영상 예술원"," ","1","37.5789224","127.0049498"
"351","11110","530","4100316","172","818"," "," ","1","37.5698118","126.9945724"
"352","11110","532","4100311","906","6726"," "," ","1","37.5687075","126.9915198"
"354","11110","543","4100445","924","6865"," "," ","1","37.5752637","127.0123107"
"356","11110","542","4100385","920","6823"," "," ","1","37.5793341","127.0161433"
"357","11110","550","4100428","941","7041"," "," "," ","37.5830195","126.9891823"
"358","11110","557","4100428","941","7037"," "," ","1","37.5826434","126.9891536"
"360","11110","579","4100361","968","7304","삼오여관"," ","1","37.5732621","127.0186388"
"361","11110","415","4100064","613","3171"," "," ","1","37.5785884","127.0175102"
"363","11110","467","4100347","798","5704"," "," ","1","37.5703558","127.0130941"
"364","11110","470","4100095","799","5718"," "," ","1","37.5763837","127.0226677"
"365","11110","475","4100170","800","5730"," "," ","1","37.5897009","126.9985696"
"367","11110","483","4100370","865","6329"," "," ","1","37.5758591","127.0203877"
"368","11110","485","4100370","919","6814"," "," "," ","37.5757241","127.0204513"
"369","11110","601","4100031","1013","7681"," "," ","1","37.5831925","127.0007884"
"371","11110","449","4100453","375","1394"," "," ","1","37.576791","127.0104712"
"372","11110","522","4100200","896","6595"," "," ","1","37.5761464","127.0192512"
"374","11110","566","4100368","1028","7875"," "," ","1","37.575017","127.0177889"
"376","11110","766","4100025","1274","10003"," "," ","1","37.5766851","127.0083705"
"377","11110","768","4100025","1274","9981"," "," ","1","37.5748639","127.0085418"
"379","11110","820","4100408","1378","11050"," "," ","1","37.575148","126.9961575"
"380","11110","827","4100444","1386","11131"," "," ","1","37.5750781","127.014147"
"381","11110","833","4100061","1404","11238"," "," ","1","37.5721489","126.9919781"
"382","11110","837","4100358","1407","11279"," "," ","1","37.5726925","127.0170708"
