"순번","시군구코드","건물군일련번호","도로명코드","도로구간일련번호","기초구간일련번호","건물군명","건물군명영문","입력방법","위도","경도"
"7964","11230","3545","4115655","2950","27403"," "," "," ","37.5806119","127.0434808"
"7967","11230","3566","4115663","2968","27524"," "," "," ","37.5819267","127.0435616"
"7971","11230","3230","3005038","3531","31650","월드빌","World Ville"," ","37.5668312","127.0627654"
"7975","11230","1134","3105006","1088","10215"," "," ","1","37.5833203","127.043078"
"7979","11230","3126","3105017","2620","24485"," "," "," ","37.5787114","127.0290712"
"8337","11230","2777","2000008","2339","21447"," "," "," ","37.5624503","127.0605174"
"8339","11230","3200","3005038","2657","24910"," "," "," ","37.5994993","127.0674765"
"8340","11230","3158","4115594","2630","24550"," "," "," ","37.5800371","127.0291256"
"8342","11230","3143","3105017","2624","24509"," "," ","1","37.5780992","127.0254925"
"8343","11230","3150","4115594","2630","24550"," "," "," ","37.5801309","127.0292202"
"8345","11230","3550","4115661","2956","27445"," "," ","1","37.5904691","127.0417209"
"8346","11230","3571","4115663","2969","27543"," "," ","1","37.5818427","127.0425994"
"8348","11230","3582","4115650","2973","27592"," "," "," ","37.585265","127.0443145"
"8349","11230","3777","3105021","3194","29430"," "," "," ","37.594208","127.0673585"
"8351","11230","2945","4115584","2497","23433"," "," ","1","37.5735257","127.0284468"
"8352","11230","2581","4115452","2210","19157"," "," "," ","37.5836331","127.0521774"
"8354","11260","583","4118520","1577","16181"," "," "," ","37.5818959","127.0960738"
"8355","11260","892","4118570","3334","27630"," "," "," ","37.597151","127.0726163"
"8357","11230","2600","3105011","2217","19377"," "," "," ","37.562326","127.071312"
"8359","11230","3237","3005038","2657","24916"," "," "," ","37.6005074","127.0677916"
"8361","11230","2426","4115475","2135","18532"," "," ","1","37.587511","127.0406632"
"8362","11230","2446","4115474","2144","18608"," "," "," ","37.5887505","127.0403092"
"8363","11230","3666","3105020","3054","28259"," "," ","1","37.5897472","127.0564262"
"8364","11260","920","4118499","3375","28737"," "," "," ","37.617345","127.1002653"
"8366","11260","812","4118098","3043","24904"," "," "," ","37.6025828","127.0770173"
"8367","11260","839","4118313","3118","25639"," "," "," ","37.6000783","127.0774542"
"8368","11260","840","4118351","3123","25662"," "," "," ","37.6013409","127.077041"
"8369","11260","843","4118090","3125","25719"," "," "," ","37.5998466","127.0810081"
"8681","11230","3347","4115615","2778","25990"," "," "," ","37.5623342","127.0632706"
"8682","11230","2521","4115472","2172","18824"," "," "," ","37.5872844","127.0392929"
"8684","11230","2172","4115450","1970","17232"," "," ","1","37.5855012","127.0529324"
"8685","11230","2184","4115440","1980","17286"," "," "," ","37.5822036","127.0539732"
"8687","11230","1542","4115289","1345","12268","청량리동부청과시장","East fruit and vegetable market"," ","37.5772878","127.042912"
"8688","11230","2822","4115525","2359","21726"," "," ","1","37.5721966","127.0340276"
"8690","11230","3243","3005038","2657","24917"," "," ","1","37.6006921","127.0677804"
"8691","11230","3250","3005038","2657","24910"," "," ","1","37.5994215","127.0674084"
"8693","11230","2425","4115475","2135","18534"," "," ","1","37.5874855","127.0405051"
"8694","11230","3226","3005038","2657","24904"," "," "," ","37.5984292","127.0675556"
"8696","11230","3123","3105017","2620","24485"," "," "," ","37.5787066","127.0289692"
"8697","11230","3125","3105017","2620","24482"," "," "," ","37.5786562","127.0284705"
"8699","11230","3137","3105017","2620","24489"," "," "," ","37.5785384","127.0298266"
"8700","11230","3537","4115660","2937","27328"," "," "," ","37.5883214","127.0419"
"8701","11230","3540","4115654","2940","27346"," "," ","1","37.5814914","127.0422793"
"8703","11230","3547","4115655","2950","27411"," "," "," ","37.5803837","127.0426814"
"8704","11230","3549","4115661","2956","27445"," "," ","1","37.5904558","127.0416056"
"8706","11230","3561","4115665","2959","27459"," "," "," ","37.5848325","127.0447108"
"8707","11230","3565","4115663","2965","27514"," "," "," ","37.5819355","127.043262"
"8709","11230","2151","4115426","1947","17010"," "," "," ","37.5753706","127.0569495"
"8710","11230","2158","4115428","1950","17055"," "," "," ","37.5778904","127.0565329"
"8712","11230","1093","3105006","1077","10085"," "," "," ","37.583338","127.0414424"
"7639","11230","1101","3105006","1080","10170","미주아파트","Miju Apts.","1","37.5823434","127.0459728"
"7642","11230","1505","3105010","1307","11853"," "," "," ","37.603832","127.0616987"
"7646","11230","2798","2000008","2339","21487","스피드주유소","Speed Gas Station","1","37.5611665","127.0694378"
"7650","11230","3215","3005038","2657","24749"," "," "," ","37.5710856","127.0655617"
"7653","11230","3208","3005038","2657","24882"," "," "," ","37.5944287","127.0682129"
"7656","11230","1444","3105008","1272","11572"," "," "," ","37.578398","127.0318135"
"7658","11230","3121","3105017","2620","24464"," "," ","1","37.5773043","127.0248256"
"7661","11260","554","3106002","966","14022"," "," ","1","37.5936042","127.0890651"
"7665","11170","1351","3005014","2876","23786","한일고속","hanilgosok"," ","37.5314334","127.0080475"
"7669","11200","625","4109317","1004","11580","쌍용아파트"," ","1","37.5495784","127.0470694"
"7675","11170","385","4106160","809","6995"," "," "," ","37.5222545","126.9966231"
"7678","11170","746","4106173","1548","13221"," "," "," ","37.5453339","126.9876932"
"7681","11170","759","4106344","2986","26043"," "," "," ","37.5288172","127.0012766"
"7684","11170","767","4106426","1595","13604","한마음 공원","hanmaeum  Park"," ","37.5284813","126.969725"
"7689","11230","1103","3105006","1080","10172","한림대 치과병원","Dental Hospital Hallym University","1","37.5825462","127.046955"
"7695","11230","877","3105005","871","8162"," "," "," ","37.6025469","127.0670959"
"7696","11230","109","3005025","79","831"," "," "," ","37.5781905","127.0440484"
"7984","11230","3768","3105021","3194","29411"," "," "," ","37.594924","127.0632737"
"7988","11260","152","4118302","18","1301","혜원쉐르빌","Hyewonswereu Ville(Bdong)"," ","37.5928415","127.0957266"
"7992","11260","508","3005032","863","13313"," "," "," ","37.5929701","127.0734853"
"7995","11230","1437","3105008","1272","11617"," "," "," ","37.579364","127.0415871"
"7998","11260","135","3106011","9","1051"," "," ","1","37.5902378","127.0735641"
"7999","11230","3604","3105019","2992","27724"," "," "," ","37.5735725","127.0464779"
"8000","11230","3607","3105019","2992","27796"," "," ","1","37.5645474","127.0580235"
"8001","11230","3608","3105019","2992","27794"," "," ","1","37.5648186","127.0576683"
"8003","11230","2941","4115584","2497","23415"," "," "," ","37.5719408","127.0282416"
"8004","11230","2944","4115584","2497","23425"," "," "," ","37.5728673","127.028333"
"8005","11230","2956","3005030","2502","23483"," "," "," ","37.5748588","127.0375624"
"8007","11230","3366","4115629","2811","26310"," "," "," ","37.5795675","127.0695269"
"8008","11230","3368","4115599","2815","26331"," "," ","1","37.566803","127.0612721"
"8009","11230","3371","4115599","2815","26334"," "," ","1","37.5665604","127.0610419"
"8011","11230","3988","3105010","3463","31335"," "," ","1","37.5897822","127.055895"
"8012","11230","3146","3105017","2627","24518"," "," ","1","37.5784747","127.0281561"
"8014","11230","3187","3005038","2653","24681"," "," "," ","37.597463","127.0674809"
"8015","11230","2359","4115478","2100","18176"," "," ","1","37.5886083","127.0421548"
"8016","11260","279","4118371","426","6382"," "," "," ","37.5809744","127.0892359"
"8018","11230","3383","4115600","2827","26366"," "," ","1","37.5673643","127.0620077"
"8019","11230","2520","4115472","2171","18814"," "," ","1","37.5870696","127.0396717"
"8021","11230","3769","3105021","3194","29420"," "," ","1","37.5943633","127.0649911"
"8022","11260","829","4118327","3081","25242"," "," ","1","37.6029276","127.0829502"
"8370","11230","1816","4115364","1616","14475"," "," "," ","37.6001592","127.0652457"
"8371","11230","1820","4115373","1629","14570"," "," "," ","37.6013143","127.0642384"
"8372","11230","1823","4115373","1631","14587"," "," ","1","37.6012149","127.0639665"
"8374","11230","2140","4115433","1913","16842"," "," "," ","37.5793017","127.0575099"
"8375","11230","2141","4115433","1913","16844"," "," ","1","37.5792047","127.0577296"
"8376","11230","2146","4115426","1938","16971"," "," "," ","37.574803","127.0570878"
"8378","11230","2156","4115426","1947","17014"," "," "," ","37.5750255","127.0567868"
"8379","11230","2157","4115426","1947","17016"," "," ","1","37.57505","127.0565022"
"8381","11230","1073","4115235","1062","9939"," "," "," ","37.5886792","127.0361082"
"8382","11230","1077","4115236","1063","9956","대광고등학교","Daegwang High School"," ","37.5784789","127.0259114"
"8383","11230","1085","4115226","1072","10020"," "," ","1","37.5794235","127.0276959"
"8385","11230","1091","3105006","1077","10086"," "," "," ","37.5834425","127.0414387"
"8386","11230","1094","3105006","1084","10203"," "," ","1","37.5832039","127.0411284"
"8388","11230","2400","4115497","2123","18409"," "," "," ","37.5860038","127.034561"
"8389","11230","3615","4115678","3024","27941"," "," ","1","37.569503","127.0524089"
"8390","11230","3618","4115674","3028","27974"," "," "," ","37.5653811","127.0593984"
"8327","11230","1487","3105008","1272","11536"," "," "," ","37.5761877","127.0237341"
"8330","11230","2753","4115488","2329","21209"," "," "," ","37.5867151","127.0511469"
"8333","11230","2767","2000008","2339","21338"," "," "," ","37.5735936","127.0408516"
"8338","11230","3191","3005038","2657","24777"," "," ","1","37.5761291","127.0673205"
"8341","11230","3963","4115184","3445","31242"," "," ","1","37.577537","127.0559575"
"8344","11230","3136","3105017","2620","24471"," "," ","1","37.5782704","127.0258957"
"8347","11230","3579","4115649","2971","27563"," "," "," ","37.5851294","127.044474"
"8714","11230","1482","3105008","1272","11638"," "," ","1","37.5808463","127.0457668"
"8715","11230","2752","4115488","2329","21202"," "," "," ","37.5865745","127.0504229"
"8651","11230","3012","4115034","2517","23690"," "," ","1","37.5803024","127.0403075"
"8654","11230","2957","3005030","2509","23573"," "," ","1","37.5836621","127.0383555"
"8658","11230","3372","4115599","2815","26336"," "," ","1","37.5664131","127.0608803"
"8660","11230","2756","4115483","2332","21229"," "," ","1","37.5847928","127.035063"
"8661","11230","3190","3005038","2657","24816","주공아파트","Hwigyeongdong jugong Apts.","1","37.5828911","127.0706627"
"8666","11260","914","4118499","3375","28741"," "," "," ","37.6177183","127.1002525"
"8667","11260","927","4118499","3375","28711"," "," ","1","37.6150088","127.1012109"
"8673","11260","1302","4118112","2833","22906","양지그린빌"," "," ","37.6068773","127.0778407"
"8677","11230","2924","4115514","2491","23227"," "," "," ","37.5751579","127.0300561"
"8680","11230","3337","4115616","2774","25914"," "," ","1","37.5735124","127.067838"
"8683","11230","1853","4115356","1672","15011"," "," "," ","37.6010509","127.0593241"
"8686","11230","1866","4115276","1679","15058"," "," "," ","37.5777477","127.0335594"
"8689","11230","3242","3005038","2657","24849"," "," ","1","37.5883884","127.0687123"
"8692","11230","3252","3005038","2657","24782"," "," ","1","37.5768338","127.067572"
"8695","11230","3115","3105017","2616","24448"," "," "," ","37.5779411","127.025351"
"8698","11230","3134","3105017","2620","24484"," "," "," ","37.5789661","127.0289167"
"7697","11215","403","4112468","118","5770","아산주택","Asanjutaek","1","37.5538899","127.0942982"
"7700","11260","1563","4118562","3346","27860","동양엔파크2차"," "," ","37.5941919","127.0746259"
"7701","11290","1","4121437","3605","30437"," "," ","1","37.6074957","127.0346761"
"7703","11230","3376","4115600","2820","26352"," "," ","1","37.5666806","127.0599847"
"7704","11230","2558","4115495","2193","19000"," "," "," ","37.5869863","127.0345921"
"7705","11260","208","4118475","245","3897","예성그린캐슬아파트","Yeseonggeurinkaeseul APT."," ","37.597018","127.102078"
"7706","11230","2365","4115478","2106","18231"," "," ","1","37.5891878","127.0419384"
"7708","11230","2373","4115478","2110","18271"," "," ","1","37.5876272","127.0419788"
"7709","11230","3591","3105019","2992","27789"," "," "," ","37.5653853","127.0568673"
"7711","11230","3597","3105019","2992","27738"," "," "," ","37.571885","127.0487817"
"7712","11230","3599","3105019","2992","27762"," "," "," ","37.5686973","127.0525313"
"7713","11230","3808","4115734","3240","29719"," "," "," ","37.5974526","127.0630244"
"7715","11230","3819","4115734","3264","29835"," "," "," ","37.597257","127.0641317"
"7716","11230","3820","4115734","3267","29843"," "," "," ","37.597886","127.0635478"
"7717","11230","3825","4115735","3277","29889"," "," "," ","37.5989217","127.0638158"
"7719","11260","952","4118442","3392","29031","문화교통(주)","Munhwa Traffic Co."," ","37.600625","127.0974162"
"7720","11260","957","4118494","3398","29215"," "," "," ","37.607143","127.0973148"
"7722","11260","962","4118172","3400","29248"," "," "," ","37.601711","127.1033985"
"7723","11260","969","4118415","3402","0"," "," "," ","37.6011462","127.0885927"
"7724","11230","4109","3105013","3635","32080"," "," ","1","37.5806326","127.0554258"
"7726","11230","4117","3105013","3635","32044"," "," ","1","37.5745951","127.0578983"
"7727","11230","4119","3105013","3635","32004"," "," ","1","37.5674236","127.0571337"
"8026","11230","1080","4115238","1068","9985"," "," ","1","37.5789553","127.0265522"
"8027","11230","1095","3105006","1088","10214"," "," ","1","37.5832459","127.0430291"
"8028","11230","1098","3105006","1078","10088"," "," "," ","37.5831225","127.0369118"
"8029","11230","1476","3105008","1272","11647"," "," ","1","37.5817322","127.0476543"
"8030","11230","1477","3105008","1272","11667"," "," ","1","37.5842829","127.0506385"
"8032","11230","1481","3105008","1272","11568"," "," ","1","37.578047","127.0308264"
"8033","11230","2391","4115478","2119","18377"," "," ","1","37.5888335","127.0420251"
"8035","11230","2401","4115483","2330","21213"," "," "," ","37.5852496","127.0344793"
"8036","11230","3617","4115674","3028","27977"," "," "," ","37.5652559","127.0592574"
"8037","11230","3620","4115675","3029","27990"," "," "," ","37.5648288","127.0595841"
"8039","11230","3634","3105020","3054","28243"," "," "," ","37.5912515","127.0535382"
"8041","11230","2996","3005030","2509","23573"," "," "," ","37.5835568","127.0388872"
"8042","11230","3003","3005030","2509","23532"," "," "," ","37.5761764","127.0386479"
"8043","11230","3005","3005030","2509","23548"," "," ","1","37.5790376","127.0380444"
"8044","11230","2579","4115452","2210","19155"," "," "," ","37.5838394","127.0521753"
"8046","11230","2586","4115452","2213","19185"," "," "," ","37.5837624","127.0520151"
"8047","11230","3806","4115734","3240","29748"," "," "," ","37.5989182","127.0654412"
"8048","11230","3791","4115724","3211","29562"," "," "," ","37.5962901","127.0657804"
"8050","11260","922","4118499","3375","28743"," "," "," ","37.6178559","127.1002752"
"8051","11260","928","4118501","3376","28762"," "," "," ","37.6187872","127.1024742"
"8053","11230","3595","3105019","2992","27778"," "," "," ","37.5666491","127.0551507"
"8054","11230","3605","3105019","2992","27719","태양어린이집","taeyang Nursery School"," ","37.5739428","127.0454163"
"8056","11230","2978","3005030","2509","23583"," "," "," ","37.5854744","127.0387925"
"8350","11230","2940","4115584","2497","23417"," "," "," ","37.5721412","127.0282632"
"8353","11230","3805","4115734","3240","29746"," "," "," ","37.5988618","127.0651837"
"8356","11110","2549","4100550","559","2874","명륜다온채"," "," ","37.5872375","126.9970869"
"8358","11260","881","4118077","3237","0"," "," ","1","37.5970377","127.0837855"
"8360","11230","3246","3005038","2657","24809","대순진리회배봉회관","Daesoonjinrihoe baebong Hall","1","37.5816341","127.0679568"
"8365","11260","811","4118350","3036","24879"," "," ","1","37.6018298","127.0764729"
"8373","11230","2139","4115433","1910","16828"," "," ","1","37.5800871","127.0573919"
"8377","11230","2147","4115426","1940","16977"," "," "," ","37.5749956","127.0570548"
"8380","11230","1072","4115235","1061","9927"," "," "," ","37.5888217","127.0361615"
"8384","11230","1087","4115226","1073","10035"," "," "," ","37.5802172","127.0274282"
"8387","11230","2396","4115497","2123","18407"," "," "," ","37.5861148","127.0345508"
"8391","11230","3622","4115671","3038","28055"," "," "," ","37.5654013","127.057862"
"8392","11230","2204","4115447","1996","17420"," "," "," ","37.5827813","127.0507752"
"8394","11230","1135","3105006","1088","10216"," "," ","1","37.5833862","127.0431162"
"8397","11260","247","4118535","381","5758"," "," ","1","37.5899116","127.1023896"
"8398","11260","935","4118502","3382","28855"," "," "," ","37.6174875","127.1009956"
"8399","11260","489","3005032","863","13308","오뚜기식품(주)","Ottugi Food Inc.","1","37.5934657","127.0720557"
"8400","11230","1791","4115308","1592","14330"," "," ","1","37.5774865","127.0270267"
"8401","11230","1044","4115232","1040","9787"," "," "," ","37.587369","127.03503"
"8404","11230","3946","4115437","3428","31024"," "," "," ","37.5805804","127.0551971"
"8405","11230","3959","4115430","3444","31230"," "," "," ","37.579478","127.0543816"
"8702","11230","3542","4115654","2940","27346"," "," ","1","37.5815825","127.0423275"
"8705","11230","3555","4115665","3523","31625"," "," "," ","37.5848124","127.044487"
"8708","11260","494","3005032","863","13337","우신공업사","Usin Industry Company","1","37.5941177","127.0787782"
"8711","11230","1074","4115235","1062","9938"," "," ","1","37.5888018","127.0360042"
"8713","11230","1468","3105008","1272","11560","신설동역대우아이빌","Sinseoldong Subway Station Daewoo I-vil*"," ","37.5770512","127.0292218"
"8717","11230","2772","2000008","2339","21303"," "," "," ","37.5742032","127.0329357"
"8719","11230","3156","4115594","2630","24550"," "," "," ","37.5800498","127.0293172"
"8720","11230","2356","4115478","2104","18214"," "," ","1","37.5877747","127.0421656"
"8722","11260","837","4118342","3113","25556"," "," "," ","37.6005472","127.0764102"
"8723","11260","1583","4118032","460","7367"," "," "," ","37.5871321","127.0904405"
"8726","11260","842","4118089","3124","25699","중화동교회","Junghwadonggyohoe"," ","37.5994955","127.0771324"
"8727","11230","2216","4115486","2008","17478"," "," ","1","37.587141","127.0505337"
"8728","11230","1789","4115308","1591","14323"," "," "," ","37.5780206","127.0270015"
"8730","11230","2525","4115472","2172","18820"," "," "," ","37.5871194","127.0396091"
"8731","11230","3378","4115600","2827","26395"," "," "," ","37.5673138","127.0589065"
"8732","11230","3380","4115600","2827","26379"," "," "," ","37.5671589","127.0603279"
"8733","11230","3381","4115600","2827","26401"," "," "," ","37.5678022","127.0585813"
"8735","11260","593","3005034","1854","17155"," "," "," ","37.5809603","127.0876134"
"8737","11260","201","4118173","239","3689","비룡주택","Biryong House(Nadong)"," ","37.5987033","127.1048616"
"8738","11260","580","3005028","1560","16107"," ","Dongheung Villa(Adong)","1","37.5813641","127.0939888"
"8739","11230","2195","4115446","1992","17409"," "," "," ","37.5830172","127.0509554"
"7729","11230","4127","3105024","3653","32189"," "," ","1","37.5715814","127.0270219"
"7730","11230","4130","3105024","3653","32196"," "," ","1","37.5727345","127.0269799"
"7733","11230","2557","4115495","2193","19002"," "," "," ","37.5872957","127.0344342"
"7734","11260","878","4118329","3230","26800"," "," "," ","37.5991704","127.0855407"
"7735","11260","887","4118077","3242","26909"," "," ","1","37.5976675","127.0849385"
"7739","11230","2804","2000008","2339","21460"," "," ","1","37.5620357","127.0634662"
"7740","11230","3216","3005038","2657","24895"," "," "," ","37.5968874","127.0676882"
"7741","11230","3204","3005038","2657","24733","오동나무주유소","Odongnamu Gas Station","1","37.5689087","127.0633966"
"7742","11230","2384","4115478","2116","18352"," "," ","1","37.5884515","127.0419412"
"7743","11230","3444","4115566","2875","26764","광성연립","Gwangseong Apt."," ","37.564593","127.0635349"
"7744","11230","3448","4115646","2878","26822"," "," "," ","37.5632348","127.0623805"
"7745","11230","3451","4115646","2878","26820"," "," ","1","37.5632428","127.0622073"
"7746","11230","3455","4115648","2885","26879"," "," ","1","37.5649179","127.0612919"
"7747","11230","3457","4115618","2891","26914"," "," ","1","37.5770163","127.0665812"
"7748","11230","1883","4115374","3537","31668"," "," "," ","37.602233","127.0603356"
"7749","11230","2819","4115525","2353","21672"," "," "," ","37.5737021","127.0338424"
"7751","11230","3253","3005038","2657","24768"," "," ","1","37.5745026","127.0669245"
"7753","11170","1014","4106390","2376","18826"," "," "," ","37.5523671","126.9667456"
"7754","11200","371","4109295","586","7153","성민교회"," ","1","37.5618052","127.0466452"
"7755","11200","381","4109094","600","7307"," "," "," ","37.548645","127.0264097"
"7757","11170","1625","4106072","3181","28509","대원정사"," "," ","37.5489915","126.9836224"
"7693","11215","191","3000002","10","1901","상록타워","Sangnoktawo","1","37.5423502","127.1009803"
"8057","11230","2985","3005030","2509","23573"," "," ","1","37.5835866","127.0383602"
"8058","11230","3391","4115601","2832","26421"," "," "," ","37.5662895","127.0601248"
"8060","11230","2569","4115497","2199","19053"," "," "," ","37.5858707","127.035183"
"8061","11230","2576","4115452","2210","19160"," "," "," ","37.5834461","127.0520203"
"8062","11260","203","4118479","241","3759"," "," "," ","37.5992459","127.1029447"
"8063","11260","207","4118171","243","3845"," "," "," ","37.5991661","127.102497"
"8065","11260","567","3005032","1214","14878"," "," ","1","37.5998902","127.10714"
"8002","11230","3774","3105021","3194","29399"," "," "," ","37.5960541","127.0606692"
"8006","11230","3363","4115620","2795","26158"," "," "," ","37.5759001","127.0684133"
"8010","11230","3978","3105010","3463","31419"," "," "," ","37.6038463","127.0618602"
"8013","11230","3157","4115594","2630","24542"," "," "," ","37.5793803","127.0288129"
"8017","11230","2979","3005030","2509","23541"," "," "," ","37.577839","127.0386356"
"8020","11230","3761","3105021","3188","29362"," "," "," ","37.5943176","127.0674429"
"8023","11230","1462","3105008","1272","11627"," "," ","1","37.5794977","127.0440271"
"8024","11230","1819","4115352","1625","14533"," "," "," ","37.5986694","127.0629222"
"8025","11230","2138","4115433","1910","16829","해성고등학교","Haeseong school","1","37.5811137","127.0572105"
"8031","11230","1479","3105008","1272","11608"," "," ","1","37.5788309","127.039642"
"8034","11230","2397","4115497","2123","18421"," "," "," ","37.5849009","127.034325"
"8038","11230","3628","4115672","3043","28088"," "," ","1","37.5650763","127.0589069"
"8040","11230","2993","3005030","2509","23537","경동플라자","Gyeongdong Plaza"," ","37.5771377","127.0386965"
"8407","11230","3596","3105019","2992","27739"," "," "," ","37.5717424","127.0489924"
"8408","11230","3603","3105019","2992","27728"," "," ","1","37.5730488","127.04718"
"8410","11230","2949","4115579","2499","23455"," "," "," ","37.5736286","127.0341489"
"8411","11230","3373","4115599","2815","26340"," "," ","1","37.5661966","127.0606424"
"8412","11230","3375","4115600","2818","26347"," "," ","1","37.5668485","127.0599626"
"8413","11230","2538","4115464","2179","18884","답십리침례교회","Dapsimni Baptist Church","1","37.5678423","127.0575831"
"8415","11230","3164","4115596","2635","24575"," "," "," ","37.5801373","127.0297311"
"8416","11230","2360","4115478","2100","18181"," "," ","1","37.588547","127.0417604"
"8417","11230","2362","4115478","2105","18226"," "," ","1","37.5892559","127.0415901"
"8419","11230","1817","4115352","1624","14523"," "," "," ","37.5985017","127.0625715"
"8421","11230","3435","4115635","2865","26688"," "," "," ","37.5634229","127.0600099"
"8422","11230","3438","4115645","2871","26725"," "," ","1","37.5642846","127.0607304"
"8424","11230","2590","3105011","2217","19364"," "," ","1","37.5879909","127.0691517"
"8425","11230","2593","3105011","2217","19364"," "," ","1","37.5880497","127.0690724"
"8426","11230","2793","2000008","2339","21401"," "," "," ","37.5673533","127.0526839"
"8427","11230","2801","2000008","2339","21406"," "," "," ","37.5667272","127.0535921"
"8429","11230","3218","3005038","2657","24729"," "," ","1","37.5681437","127.0634014"
"8430","11230","3201","3005038","2657","24775"," "," "," ","37.5757505","127.0677461"
"8432","11230","3637","3105020","3054","28252"," "," "," ","37.590525","127.0551029"
"8433","11230","2995","3005030","2509","23559"," "," "," ","37.5809228","127.038795"
"8434","11260","1157","4118508","4174","34633","초원빌라","Chowon Villa","1","37.5712481","127.0878953"
"8437","11260","476","4118256","842","12935"," "," ","1","37.5923073","127.0820088"
"8741","11230","1117","3105006","1080","10135"," "," "," ","37.5831172","127.0393202"
"8742","11230","1887","4115374","1709","15273"," "," "," ","37.6024811","127.061593"
"8744","11230","3665","3105020","3054","28253"," "," "," ","37.5904769","127.0554222"
"8745","11230","3674","3105020","3054","28257"," "," ","1","37.5897942","127.0561964"
"8747","11230","3847","4115730","3304","30055"," "," "," ","37.5949258","127.0602023"
"8748","11230","2948","4115579","2499","23446"," "," ","1","37.5728954","127.034451"
"8749","11230","2961","3005030","2505","23497"," "," "," ","37.5744527","127.0376665"
"8751","11230","2545","4115492","2188","18970"," "," "," ","37.5842608","127.0349476"
"8752","11230","2547","4115492","2188","18955"," "," "," ","37.5846698","127.033328"
"8753","11230","2549","4115492","2188","18959","동성교회(기독교대한감리교)","Dongseong Church"," ","37.5847254","127.0337254"
"8755","11230","2529","4115499","2174","18845"," "," "," ","37.5873553","127.0373036"
"8756","11230","2510","4115474","2162","18770"," "," "," ","37.587932","127.0403697"
"8757","11260","808","4118565","3018","24719"," "," "," ","37.5952154","127.0719684"
"8759","11230","1097","3105006","1148","10526"," "," ","1","37.5833712","127.0425291"
"8760","11230","1467","3105008","1272","11681"," "," ","1","37.5864989","127.0524569"
"8762","11290","9","4121098","4526","38647"," "," ","1","37.5926209","127.0194872"
"8763","11260","150","3005034","10","1143"," "," ","1","37.5807948","127.0928215"
"8765","11260","518","3005032","863","13374"," "," "," ","37.5964716","127.086808"
"8767","11260","841","4118351","3123","25666"," "," "," ","37.6010272","127.0769973"
"8768","11230","1826","3105016","1637","14675"," "," "," ","37.5981877","127.0606673"
"8769","11230","2149","4115426","1941","16981"," "," "," ","37.5749957","127.0559141"
"8770","11230","2160","4115428","1950","17047"," "," "," ","37.5782656","127.0568596"
"8772","11230","1092","3105006","1083","10201"," "," ","1","37.5830949","127.0304851"
"7694","11215","194","3000002","10","1950","워커힐아파트","Walker Hill Apts.","1","37.5509512","127.1071492"
"7698","11230","1436","3105008","1272","11642"," "," "," ","37.5813215","127.0463285"
"7699","11260","822","4118325","3069","25151","중화고등학교","Jung Hwa High School"," ","37.6047201","127.0830901"
"7702","11230","3576","4115649","2971","27579","동부아파트","Dongbul Apts"," ","37.5861024","127.0460582"
"7707","11230","2369","4115478","2109","18257"," "," ","1","37.5897945","127.0418696"
"7710","11230","3594","3105019","2992","27787"," "," "," ","37.565683","127.0564384"
"7714","11230","3811","4115734","3240","29751"," "," "," ","37.5990703","127.0655606"
"7718","11230","3827","4115735","3282","29905"," "," ","1","37.5996708","127.063828"
"7721","11260","961","4118172","3400","29239"," "," "," ","37.6008837","127.1035356"
"7725","11230","4110","3105013","3635","32003"," "," ","1","37.5673958","127.0570053"
"7728","11230","4122","3105013","3635","32011"," "," ","1","37.5687106","127.0573389"
"7731","11230","4132","3105024","3653","32188"," "," ","1","37.5713945","127.0270196"
"7732","11230","3382","4115600","2827","26367","동아아파트","Donga Apts.","1","37.5689768","127.0617059"
"7736","11260","182","4118379","123","2689"," ","Hyewonswereu Ville","4","37.5901556","127.0915374"
"8045","11230","2583","4115454","2212","19182"," "," "," ","37.5832114","127.0508006"
"8049","11260","921","4118499","3375","28716"," "," "," ","37.6155133","127.1011218"
"8052","11230","2367","4115478","2108","18249"," "," ","1","37.5896585","127.0418264"
"8055","11230","2969","3005030","2509","23613"," "," "," ","37.5903937","127.0366969"
"8059","11230","3404","4115601","2835","26437"," "," "," ","37.5663927","127.060457"
"8064","11260","558","3106004","1044","14278"," "," ","1","37.594901","127.0933597"
"8066","11260","570","3000001","1299","15185"," "," ","1","37.5879279","127.0802475"
"8068","11260","573","3005027","1410","15582"," "," "," ","37.5917079","127.0873584"
"8069","11260","576","4118383","1430","15654"," ","Samil Green Villa"," ","37.5908973","127.0930132"
"8070","11260","513","3005032","863","13355"," "," "," ","37.595287","127.0826396"
"8072","11260","516","3005032","863","13378","영진빌딩","Yeongjin Bldg."," ","37.5972797","127.0874847"
"8073","11260","521","3005032","863","13415","동국빌딩","Dongguk Building"," ","37.5984953","127.0957208"
"8075","11230","1510","3105010","1313","11887"," "," "," ","37.5949655","127.059649"
"8076","11230","1513","4115281","1320","11934"," "," ","1","37.5765862","127.0391052"
"8078","11230","2750","3105013","2328","21193"," "," ","1","37.5837614","127.052958"
"8079","11230","2758","4115496","2333","21231"," "," "," ","37.5857298","127.0345882"
"8080","11230","2762","2000008","2342","21513"," "," ","1","37.5736037","127.0323271"
"8082","11230","3192","3005038","2657","24896"," "," "," ","37.5969983","127.0676688"
"8083","11230","3194","3005038","3535","31665"," "," ","1","37.6033538","127.0668939"
"8084","11230","3197","3005038","2657","24727"," "," ","1","37.5680597","127.0628465"
